EloDiff,HeadToHead,ProbDiff,Winner
-0.006789156813934767,0.5,-0.010572130678467517,1
0.022270795764206014,0.0,-0.027260552428003126,1
-0.002063988169939307,0.0,0.0,1
0.028253175790527905,-0.5,-0.07667437971228303,0
0.052406489030751006,0.0,0.595691955772739,0
0.011902130586079977,0.0,-0.4494922433130723,0
0.013729218350408075,0.0,0.0,1
-0.0036747013829329374,-0.6666666666666667,-0.4494922433130723,0
-0.01930351483644171,0.0,0.015265371943412986,0
-0.0708856278132264,0.0,-0.1690362368031726,1
-0.004491065958452395,-0.5,0.0,0
-0.05433215659879613,0.0,0.0,1
0.04439125147380514,-0.5,0.0,0
0.01055130916923855,0.0,0.0,1
0.04722330383670749,0.5,0.0,1
0.053633720131344716,-0.75,-0.4881444843807483,1
-0.018427925569292198,0.0,0.017751097203257293,0
0.009430892646698738,0.0,0.0,1
-0.017956756990107976,0.0,-0.3244409475068383,0
-0.15057585742453994,0.0,0.0,0
0.01818266555498502,0.5,0.0,1
-0.014607112715659924,0.0,0.0,1
0.006025913096737326,0.0,0.0,0
0.020235748221421716,0.0,0.07342076645935774,1
-0.01523480625386776,-0.5,0.0,0
0.004271645330878528,0.0,0.0,0
0.03141268097101204,0.5,0.0,1
-0.06599732863834004,0.0,0.0,0
0.003545304182641985,0.0,0.0,0
0.028045833480666204,0.0,-0.13492406351801856,1
-0.047591895322969265,0.0,0.0,1
0.052056154777573964,0.75,0.21441797721813766,1
0.013338438506478383,-0.6666666666666667,0.0,1
-0.0474314118831536,-0.5,-0.7306314604622137,1
0.015918917318789853,0.0,0.4528245601598141,1
-0.048248561943318745,0.0,-0.5448488894068186,1
0.050729648508369335,-0.5,0.0,0
0.10048593940722145,0.75,0.86984061154088,1
0.10280412279830699,0.6666666666666667,0.7306314604622137,1
0.051895756241237906,0.0,0.0,1
0.021492245795466373,0.6666666666666667,0.0935125534308166,1
-0.011356334193220107,0.0,-0.4889659886741856,0
-0.020338868754390206,0.8333333333333334,0.0,1
0.0011218807780391557,-0.5,0.0,0
-0.11348563183915257,-0.6666666666666667,0.0,0
0.022212579680314322,0.0,0.0,1
-0.04341585671168923,0.0,-0.4681745096945356,1
-0.027696730097813826,0.0,0.0,0
-0.033959849578258795,0.0,0.0,0
0.020942456121287763,0.0,0.0,0
0.012835377654077603,0.0,0.0,1
0.022102125825714438,0.0,0.0,0
-0.010980234456339076,0.0,-0.053532686738045565,1
-0.03314508058511461,0.0,-0.595691955772739,0
0.04207149720349571,-0.5,0.1992496957476333,0
-0.02385961754837217,-0.5,0.0,0
0.047590105407946,0.0,0.0,0
0.014412043674132463,0.0,-0.03197346132128748,1
0.007694241839596259,0.0,0.0,1
0.05254573182329932,0.6666666666666667,0.0,1
0.028279917859022362,0.5,0.2812522301301659,1
-0.015611291471735114,0.0,0.0,0
-0.010433514815706587,0.5,0.0,1
0.01643879176539309,0.0,0.085631020512839,1
-0.07475626435979757,0.0,0.0,0
-0.021110195463457784,-0.5,0.0,0
-0.010415302909340595,0.6666666666666667,0.04217472358725716,0
-0.005542383675559393,-0.6666666666666667,0.0,0
-0.018497965513337704,0.8571428571428572,0.4459020179010597,1
0.00861498784936822,0.8571428571428572,-0.4093482685845276,0
-0.03933125258706138,-0.5,0.0,0
0.016736772077451407,0.5,0.0,1
0.015016283742652547,0.0,0.0,0
-0.05622612550471996,0.0,0.0,0
-0.01233496213665893,0.5,0.0,1
-0.0347943188056766,-0.5,0.0,0
0.05273908401080752,0.75,0.15175686409201583,0
0.0008021821229389729,0.0,0.0,1
0.011536727546486816,0.0,0.0,1
0.020022622645340504,0.0,-0.04490231974171521,0
-0.01365172752766415,0.0,0.39940881845152,0
-0.007996339391709115,0.0,-0.3767566974088713,0
-0.0005490601924759062,0.0,0.0,1
-0.018576657954791756,-0.6666666666666667,0.0,0
-0.09749683536403762,-0.6666666666666667,-0.7180837474488642,1
-0.04593429665338482,0.0,-0.027144600795748042,0
-0.0027069393304171283,0.0,0.17331160684445307,1
-0.03689768949124772,-0.5,0.0,0
-0.033090559968390554,0.0,0.0,0
-0.016054169970941303,-0.5,0.0,0
-0.0529807337564593,0.0,0.0,1
0.0320553908801773,0.6666666666666667,0.0,1
0.03048940274109674,0.75,0.0,1
-0.00783977684430755,0.0,0.0,1
-0.03837332338128613,-0.8571428571428572,0.0,0
0.00716310583226317,0.0,0.0,1
-0.03565899456660242,0.0,0.0,1
-0.02745151658113491,0.5,0.0,0
-0.020791403388611455,-0.5,0.0,0
-0.02461922596005644,0.0,0.0,0
0.029193208578181553,-0.6666666666666667,0.0,0
0.013050919208545623,0.5,0.0,1
0.020832763147605418,0.0,0.0,1
0.0034456854274106377,0.0,0.0,1
0.0037873472237567396,0.0,0.0,1
0.026571188020467387,0.0,0.0,1
-0.003259056102026079,0.0,0.4305356839330701,1
-0.03308627787592326,-0.6666666666666667,0.0,0
0.011777238624897223,0.0,0.0,0
-0.02842662018404303,-0.6666666666666667,0.0,0
-0.050421373403889615,-0.5,0.0,1
0.03963269000705333,0.0,0.0,1
-0.0653530250446109,0.0,0.0,0
0.0031813567355632698,0.0,0.0,1
-0.05136204072490699,-0.5,-0.4494922433130723,0
-0.03522860108882486,-0.6666666666666667,0.0,0
-0.08363574780965735,0.0,0.0,0
-0.042715168580317424,-0.5,0.0,0
0.02310808399894728,-0.5,-0.5711627967436618,0
-0.005717995779831199,-0.5,-0.0656738810189304,0
0.03936837149322053,0.5,0.0,1
0.047829725511678245,0.0,0.0,1
-0.10850259334007546,-0.5,0.0,0
0.004168647299953648,0.6666666666666667,0.0,1
0.032736639158490906,0.6666666666666667,0.0,1
-0.0524019895711985,0.0,-0.1207082335555501,1
-0.02477009630629675,0.0,-0.4137709722175076,0
